Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total,Year,Month,Day,Add-on Count,Is Loyalty Member,Has Add-on,Age Group
4236,39,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2024-09-18,Express,"Extended Warranty,Impulse Item,Extended Warranty",78.83,2024,2024-09,18,3,0,True,35-44
4237,57,Male,No,Laptop,SKU1005,3,Cancelled,Cash,927.92,463.96,2,2023-12-11,Standard,No Add-ons,0.0,2023,2023-12,11,1,0,False,45-60
4238,32,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,2024-09-13,Express,No Add-ons,0.0,2024,2024-09,13,1,1,False,25-34
4239,26,Male,No,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,2023-09-29,Standard,"Accessory,Impulse Item",66.88,2023,2023-09,29,2,0,True,25-34
4239,26,Male,Yes,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,2023-10-23,Overnight,"Accessory,Accessory",51.32,2023,2023-10,23,2,1,True,25-34
4240,30,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,791.19,791.19,1,2023-11-24,Overnight,"Impulse Item,Extended Warranty,Impulse Item",99.19,2023,2023-11,24,3,0,True,25-34
4240,30,Female,No,Laptop,SKU1005,3,Cancelled,Cash,2319.8,463.96,5,2024-03-02,Standard,"Accessory,Extended Warranty",50.71,2024,2024-03,2,2,0,True,25-34
4241,49,Male,No,Smartphone,SKU1001,5,Completed,Paypal,145.25,20.75,7,2023-10-07,Express,Accessory,22.41,2023,2023-10,7,1,0,True,45-60
4241,49,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,2024-05-05,Standard,No Add-ons,0.0,2024,2024-05,5,1,0,False,45-60
4242,74,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,3955.95,791.19,5,2024-02-11,Standard,"Impulse Item,Accessory",45.64,2024,2024-02,11,2,0,True,60+
4244,43,Female,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2023-09-30,Express,No Add-ons,0.0,2023,2023-09,30,1,0,False,35-44
4244,43,Female,No,Tablet,SKU1002,3,Completed,Paypal,494.06,247.03,2,2024-08-17,Overnight,"Impulse Item,Impulse Item,Extended Warranty",95.25,2024,2024-08,17,3,0,True,35-44
4246,57,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,2024-06-21,Express,Accessory,38.49,2024,2024-06,21,1,0,True,45-60
4247,52,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,3379.32,844.83,4,2024-01-10,Express,"Impulse Item,Extended Warranty",64.41,2024,2024-01,10,2,0,True,45-60
4247,52,Female,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,1976.24,247.03,8,2024-03-04,Overnight,"Accessory,Extended Warranty",76.81,2024,2024-03,4,2,1,True,45-60
4247,52,Female,Yes,Smartphone,SKU1004,2,Cancelled,Credit Card,6329.52,791.19,8,2024-07-10,Express,No Add-ons,0.0,2024,2024-07,10,1,1,False,45-60
4250,18,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,2023-11-10,Overnight,No Add-ons,0.0,2023,2023-11,10,1,0,False,<25
4250,18,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2024-04-17,Overnight,No Add-ons,0.0,2024,2024-04,17,1,0,False,<25
4251,24,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,791.19,791.19,1,2023-11-18,Overnight,Extended Warranty,26.2,2023,2023-11,18,1,0,True,<25
4253,43,Female,No,Tablet,SKU1002,3,Cancelled,Cash,741.09,247.03,3,2023-12-19,Overnight,"Impulse Item,Impulse Item,Accessory",59.05,2023,2023-12,19,3,0,True,35-44
4254,55,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,2023-12-30,Overnight,Accessory,11.42,2023,2023-12,30,1,0,True,45-60
4254,55,Female,No,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2024-01-21,Express,"Impulse Item,Extended Warranty",83.63,2024,2024-01,21,2,0,True,45-60
4255,36,Female,No,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,2023-10-03,Express,"Accessory,Accessory,Extended Warranty",63.8,2023,2023-10,3,3,0,True,35-44
4256,56,Male,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,2024-05-07,Standard,"Accessory,Extended Warranty,Extended Warranty",52.97,2024,2024-05,7,3,0,True,45-60
4258,46,Male,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,62.25,20.75,3,2024-02-02,Express,No Add-ons,0.0,2024,2024-02,2,1,1,False,45-60
4258,46,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,7120.71,791.19,9,2024-04-07,Standard,Extended Warranty,46.75,2024,2024-04,7,1,0,True,45-60
4259,22,Female,No,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2024-03-29,Standard,Accessory,26.43,2024,2024-03,29,1,0,True,<25
4260,50,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,2024-03-13,Overnight,No Add-ons,0.0,2024,2024-03,13,1,1,False,45-60
4261,69,Female,No,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2024-02-17,Express,"Extended Warranty,Impulse Item",50.61,2024,2024-02,17,2,0,True,60+
4261,69,Female,No,Tablet,SKU1002,3,Completed,Paypal,494.06,247.03,2,2024-02-28,Standard,"Impulse Item,Impulse Item",76.98,2024,2024-02,28,2,0,True,60+
4262,34,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,1582.38,791.19,2,2023-11-23,Overnight,"Impulse Item,Impulse Item",31.01,2023,2023-11,23,2,0,True,25-34
4262,34,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2023-12-05,Express,"Impulse Item,Impulse Item,Impulse Item",89.5,2023,2023-12,5,3,0,True,25-34
4265,33,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,2024-01-23,Overnight,No Add-ons,0.0,2024,2024-01,23,1,0,False,25-34
4265,33,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,2024-04-20,Standard,"Impulse Item,Impulse Item,Impulse Item",64.33,2024,2024-04,20,3,0,True,25-34
4265,33,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,2024-06-26,Standard,Impulse Item,40.07,2024,2024-06,26,1,0,True,25-34
4268,58,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,2024-06-17,Standard,"Impulse Item,Impulse Item,Extended Warranty",90.53,2024,2024-06,17,3,1,True,45-60
4268,58,Male,No,Tablet,SKU1002,3,Completed,Paypal,1729.21,247.03,7,2024-07-15,Overnight,"Extended Warranty,Impulse Item",88.07,2024,2024-07,15,2,0,True,45-60
4269,26,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,5913.81,844.83,7,2023-10-18,Express,"Accessory,Accessory,Extended Warranty",60.26,2023,2023-10,18,3,1,True,25-34
4270,26,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,4747.14,791.19,6,2023-11-13,Express,Extended Warranty,14.18,2023,2023-11,13,1,0,True,25-34
4270,26,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,83.0,20.75,4,2024-08-24,Express,Impulse Item,11.52,2024,2024-08,24,1,0,True,25-34
4271,52,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,2024-02-26,Overnight,"Extended Warranty,Accessory",70.29,2024,2024-02,26,2,0,True,45-60
4271,52,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,2534.49,844.83,3,2024-06-05,Overnight,"Extended Warranty,Impulse Item",31.28,2024,2024-06,5,2,0,True,45-60
4271,52,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,2024-08-30,Overnight,"Impulse Item,Impulse Item,Accessory",103.2,2024,2024-08,30,3,0,True,45-60
4271,52,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,2024-09-01,Overnight,"Accessory,Impulse Item",17.43,2024,2024-09,1,2,1,True,45-60
4272,34,Female,No,Tablet,SKU1002,3,Cancelled,Paypal,2223.27,247.03,9,2024-01-30,Express,"Extended Warranty,Accessory,Impulse Item",93.64,2024,2024-01,30,3,0,True,25-34
4272,34,Female,No,Tablet,SKU1002,3,Completed,Credit Card,2470.3,247.03,10,2024-03-09,Overnight,"Extended Warranty,Accessory",16.13,2024,2024-03,9,2,0,True,25-34
4274,58,Female,Yes,Tablet,SKU1002,3,Completed,Paypal,494.06,247.03,2,2023-11-05,Overnight,"Extended Warranty,Accessory,Impulse Item",72.22,2023,2023-11,5,3,1,True,45-60
4274,58,Female,No,Smartphone,SKU1001,5,Cancelled,Paypal,207.5,20.75,10,2024-09-09,Overnight,"Accessory,Accessory,Impulse Item",90.69,2024,2024-09,9,3,0,True,45-60
4276,60,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,6758.64,844.83,8,2024-08-24,Overnight,Accessory,13.34,2024,2024-08,24,1,0,True,45-60
4277,23,Female,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2024-03-07,Express,"Extended Warranty,Impulse Item",52.85,2024,2024-03,7,2,0,True,<25
4277,23,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2024-07-22,Standard,Accessory,36.97,2024,2024-07,22,1,1,True,<25
4278,35,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,6758.64,844.83,8,2024-04-05,Overnight,"Extended Warranty,Impulse Item",59.62,2024,2024-04,5,2,0,True,25-34
4279,73,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2023-12-31,Standard,No Add-ons,0.0,2023,2023-12,31,1,0,False,60+
4279,73,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,8448.3,844.83,10,2024-02-09,Express,"Impulse Item,Impulse Item",75.11,2024,2024-02,9,2,0,True,60+
4282,43,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,103.75,20.75,5,2024-07-23,Express,"Extended Warranty,Accessory",37.9,2024,2024-07,23,2,0,True,35-44
4283,34,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,7120.71,791.19,9,2024-01-16,Standard,"Extended Warranty,Extended Warranty,Accessory",95.08,2024,2024-01,16,3,0,True,25-34
4285,59,Female,Yes,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2024-02-03,Express,"Extended Warranty,Extended Warranty",12.76,2024,2024-02,3,2,1,True,45-60
4285,59,Female,Yes,Laptop,SKU1005,3,Completed,Paypal,3247.72,463.96,7,2024-02-15,Express,"Impulse Item,Extended Warranty,Extended Warranty",87.26,2024,2024-02,15,3,1,True,45-60
4286,33,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,7603.47,844.83,9,2023-11-11,Overnight,Extended Warranty,8.89,2023,2023-11,11,1,0,True,25-34
4287,51,Male,No,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2024-02-12,Express,"Extended Warranty,Extended Warranty",25.67,2024,2024-02,12,2,0,True,45-60
4287,51,Male,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2024-08-22,Express,"Accessory,Impulse Item",74.2,2024,2024-08,22,2,0,True,45-60
4288,50,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,927.92,463.96,2,2023-11-09,Overnight,"Extended Warranty,Accessory,Extended Warranty",120.53,2023,2023-11,9,3,0,True,45-60
4288,50,Male,No,Laptop,SKU1005,3,Completed,Credit Card,2319.8,463.96,5,2023-12-08,Overnight,No Add-ons,0.0,2023,2023-12,8,1,0,False,45-60
4289,65,Male,Yes,Tablet,SKU1002,3,Cancelled,Credit Card,1976.24,247.03,8,2023-12-14,Standard,"Impulse Item,Accessory",49.08,2023,2023-12,14,2,1,True,60+
4289,65,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,1482.18,247.03,6,2024-03-20,Overnight,"Impulse Item,Impulse Item",45.31,2024,2024-03,20,2,0,True,60+
4289,65,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2024-07-11,Overnight,"Impulse Item,Extended Warranty",45.62,2024,2024-07,11,2,0,True,60+
4290,55,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,2024-04-24,Express,"Impulse Item,Accessory",43.11,2024,2024-04,24,2,1,True,45-60
4292,80,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,844.83,844.83,1,2023-09-28,Overnight,"Extended Warranty,Extended Warranty",77.77,2023,2023-09,28,2,1,True,60+
4293,58,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,145.25,20.75,7,2024-08-08,Express,Impulse Item,8.93,2024,2024-08,8,1,0,True,45-60
4293,58,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,1855.84,463.96,4,2024-09-08,Overnight,No Add-ons,0.0,2024,2024-09,8,1,0,False,45-60
4295,37,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,83.0,20.75,4,2023-11-17,Standard,No Add-ons,0.0,2023,2023-11,17,1,0,False,35-44
4295,37,Female,No,Smartphone,SKU1001,5,Cancelled,Paypal,186.75,20.75,9,2024-02-11,Standard,"Extended Warranty,Extended Warranty",44.96,2024,2024-02,11,2,0,True,35-44
4295,37,Female,No,Laptop,SKU1005,3,Completed,Credit Card,4639.6,463.96,10,2024-06-07,Standard,"Accessory,Impulse Item,Accessory",85.88,2024,2024-06,7,3,0,True,35-44
4296,74,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,5068.98,844.83,6,2024-04-17,Standard,No Add-ons,0.0,2024,2024-04,17,1,0,False,60+
4297,43,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,1235.15,247.03,5,2023-12-21,Standard,No Add-ons,0.0,2023,2023-12,21,1,1,False,35-44
4298,65,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2024-07-01,Standard,"Impulse Item,Extended Warranty",18.38,2024,2024-07,1,2,0,True,60+
4299,59,Male,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2023-12-03,Standard,"Extended Warranty,Accessory",46.41,2023,2023-12,3,2,0,True,45-60
4299,59,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,2024-04-26,Standard,Accessory,19.61,2024,2024-04,26,1,1,True,45-60
4299,59,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,207.5,20.75,10,2024-07-21,Express,No Add-ons,0.0,2024,2024-07,21,1,0,False,45-60
4300,76,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-05-30,Express,No Add-ons,0.0,2024,2024-05,30,1,0,False,60+
4301,27,Male,No,Smartphone,SKU1004,2,Completed,Paypal,791.19,791.19,1,2024-06-13,Standard,Extended Warranty,24.4,2024,2024-06,13,1,0,True,25-34
4302,57,Male,No,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,2024-02-20,Standard,Impulse Item,44.18,2024,2024-02,20,1,0,True,45-60
4303,39,Male,No,Tablet,SKU1002,3,Cancelled,Cash,1976.24,247.03,8,2024-01-22,Express,No Add-ons,0.0,2024,2024-01,22,1,0,False,35-44
4303,39,Male,No,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,2024-02-04,Overnight,No Add-ons,0.0,2024,2024-02,4,1,0,False,35-44
4304,49,Female,No,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,2024-01-25,Express,"Extended Warranty,Accessory,Impulse Item",82.78,2024,2024-01,25,3,0,True,45-60
4304,49,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,3955.95,791.19,5,2024-05-17,Express,Impulse Item,44.9,2024,2024-05,17,1,0,True,45-60
4305,23,Male,No,Tablet,SKU1002,3,Completed,Credit Card,988.12,247.03,4,2024-03-31,Overnight,"Accessory,Extended Warranty",53.11,2024,2024-03,31,2,0,True,<25
4309,67,Male,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,2024-04-05,Express,Extended Warranty,18.54,2024,2024-04,5,1,0,True,60+
4309,67,Male,No,Laptop,SKU1005,3,Completed,Cash,463.96,463.96,1,2024-05-25,Express,No Add-ons,0.0,2024,2024-05,25,1,0,False,60+
4310,30,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,2024-08-29,Standard,"Extended Warranty,Impulse Item",90.8,2024,2024-08,29,2,0,True,25-34
4312,44,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,1855.84,463.96,4,2024-02-27,Standard,Impulse Item,13.46,2024,2024-02,27,1,0,True,35-44
4315,53,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-05-10,Overnight,No Add-ons,0.0,2024,2024-05,10,1,1,False,45-60
4317,67,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,2024-01-22,Express,"Impulse Item,Accessory,Extended Warranty",54.45,2024,2024-01,22,3,1,True,60+
4317,67,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,3247.72,463.96,7,2024-06-27,Overnight,No Add-ons,0.0,2024,2024-06,27,1,0,False,60+
4318,26,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,3164.76,791.19,4,2024-07-02,Overnight,"Accessory,Extended Warranty",43.84,2024,2024-07,2,2,0,True,25-34
4319,43,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,2319.8,463.96,5,2023-10-06,Overnight,"Accessory,Accessory,Impulse Item",91.52,2023,2023-10,6,3,1,True,35-44
4319,43,Female,No,Smartphone,SKU1004,2,Completed,Paypal,5538.33,791.19,7,2024-05-31,Standard,"Accessory,Extended Warranty,Impulse Item",81.09,2024,2024-05,31,3,0,True,35-44
4321,23,Male,No,Laptop,SKU1005,3,Completed,Paypal,927.92,463.96,2,2023-12-13,Overnight,"Accessory,Impulse Item",54.86,2023,2023-12,13,2,0,True,<25
4322,34,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,463.96,463.96,1,2024-02-01,Standard,Accessory,14.9,2024,2024-02,1,1,0,True,25-34
4322,34,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,145.25,20.75,7,2024-02-16,Overnight,"Accessory,Accessory,Accessory",55.73,2024,2024-02,16,3,0,True,25-34
4323,71,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2023-10-27,Express,No Add-ons,0.0,2023,2023-10,27,1,1,False,60+
4323,71,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,844.83,844.83,1,2024-01-17,Overnight,"Accessory,Impulse Item",52.79,2024,2024-01,17,2,0,True,60+
4323,71,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,6758.64,844.83,8,2024-04-20,Standard,Extended Warranty,21.46,2024,2024-04,20,1,1,True,60+
4323,71,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,741.09,247.03,3,2024-04-28,Overnight,"Extended Warranty,Accessory,Extended Warranty",66.32,2024,2024-04,28,3,0,True,60+
4324,34,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,1689.66,844.83,2,2024-08-07,Express,Extended Warranty,45.61,2024,2024-08,7,1,0,True,25-34
4325,24,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2024-04-22,Express,No Add-ons,0.0,2024,2024-04,22,1,0,False,<25
4327,25,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,124.5,20.75,6,2023-10-10,Overnight,Accessory,46.97,2023,2023-10,10,1,1,True,<25
4327,25,Female,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2023-12-29,Standard,No Add-ons,0.0,2023,2023-12,29,1,0,False,<25
4328,59,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,844.83,844.83,1,2024-07-18,Express,"Impulse Item,Impulse Item,Extended Warranty",76.91,2024,2024-07,18,3,0,True,45-60
4328,59,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2024-07-28,Overnight,"Extended Warranty,Impulse Item,Extended Warranty",94.7,2024,2024-07,28,3,0,True,45-60
4330,61,Female,No,Tablet,SKU1002,3,Completed,Cash,1235.15,247.03,5,2024-02-07,Overnight,Extended Warranty,36.92,2024,2024-02,7,1,0,True,60+
4330,61,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,4747.14,791.19,6,2024-06-05,Express,"Impulse Item,Accessory",58.43,2024,2024-06,5,2,0,True,60+
4332,31,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2023-11-21,Overnight,"Accessory,Extended Warranty",68.14,2023,2023-11,21,2,0,True,25-34
4332,31,Female,No,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,2024-01-21,Standard,"Impulse Item,Impulse Item",58.36,2024,2024-01,21,2,0,True,25-34
4332,31,Female,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-02-03,Overnight,Accessory,44.73,2024,2024-02,3,1,0,True,25-34
4333,20,Male,No,Laptop,SKU1005,3,Cancelled,Cash,1855.84,463.96,4,2024-04-28,Standard,"Impulse Item,Extended Warranty",44.46,2024,2024-04,28,2,0,True,<25
4333,20,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2024-07-04,Overnight,No Add-ons,0.0,2024,2024-07,4,1,0,False,<25
4334,63,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,5913.81,844.83,7,2023-11-08,Standard,No Add-ons,0.0,2023,2023-11,8,1,1,False,60+
4335,56,Male,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,4639.6,463.96,10,2024-09-22,Standard,No Add-ons,0.0,2024,2024-09,22,1,1,False,45-60
4336,24,Female,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,2024-06-07,Overnight,"Extended Warranty,Impulse Item",52.97,2024,2024-06,7,2,0,True,<25
4337,57,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,791.19,791.19,1,2023-10-25,Express,"Impulse Item,Extended Warranty,Accessory",96.59,2023,2023-10,25,3,0,True,45-60
4338,42,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2024-07-08,Standard,"Accessory,Accessory,Extended Warranty",87.45,2024,2024-07,8,3,0,True,35-44
4339,27,Female,No,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2024-03-23,Overnight,"Impulse Item,Extended Warranty",77.85,2024,2024-03,23,2,0,True,25-34
4340,65,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,2023-11-07,Overnight,"Extended Warranty,Extended Warranty",71.71,2023,2023-11,7,2,0,True,60+
4340,65,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,7603.47,844.83,9,2024-08-25,Standard,No Add-ons,0.0,2024,2024-08,25,1,1,False,60+
4340,65,Female,No,Tablet,SKU1002,3,Cancelled,Paypal,1482.18,247.03,6,2024-08-26,Standard,"Extended Warranty,Impulse Item",63.7,2024,2024-08,26,2,0,True,60+
4341,48,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2023-10-19,Standard,Accessory,29.43,2023,2023-10,19,1,0,True,45-60
4341,48,Male,Yes,Smartphone,SKU1004,2,Completed,Credit Card,3955.95,791.19,5,2024-03-17,Express,"Impulse Item,Extended Warranty",82.46,2024,2024-03,17,2,1,True,45-60
4342,34,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,3379.32,844.83,4,2024-01-10,Overnight,"Accessory,Impulse Item",63.71,2024,2024-01,10,2,0,True,25-34
4342,34,Female,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,2024-07-05,Overnight,"Extended Warranty,Accessory,Impulse Item",82.83,2024,2024-07,5,3,0,True,25-34
4343,56,Female,Yes,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-08-15,Overnight,"Impulse Item,Accessory",87.08,2024,2024-08,15,2,1,True,45-60
4343,56,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,2534.49,844.83,3,2024-08-28,Express,"Accessory,Extended Warranty,Extended Warranty",112.21,2024,2024-08,28,3,0,True,45-60
4344,70,Female,No,Smartphone,SKU1004,2,Completed,Cash,6329.52,791.19,8,2024-02-23,Standard,No Add-ons,0.0,2024,2024-02,23,1,0,False,60+
4345,64,Female,No,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,2024-01-20,Overnight,"Extended Warranty,Impulse Item",63.38,2024,2024-01,20,2,0,True,60+
4346,34,Female,Yes,Smartphone,SKU1004,2,Completed,Paypal,5538.33,791.19,7,2024-02-06,Overnight,Impulse Item,44.9,2024,2024-02,6,1,1,True,25-34
4346,34,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,2373.57,791.19,3,2024-05-17,Overnight,"Extended Warranty,Accessory,Accessory",69.62,2024,2024-05,17,3,0,True,25-34
4347,19,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2024-02-14,Express,"Impulse Item,Impulse Item,Accessory",68.64,2024,2024-02,14,3,1,True,<25
4347,19,Female,Yes,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-08-24,Standard,Accessory,16.21,2024,2024-08,24,1,1,True,<25
4348,50,Male,No,Laptop,SKU1005,3,Cancelled,Cash,2319.8,463.96,5,2023-12-31,Overnight,"Impulse Item,Accessory",62.18,2023,2023-12,31,2,0,True,45-60
4348,50,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,791.19,791.19,1,2024-02-29,Express,"Impulse Item,Extended Warranty",43.76,2024,2024-02,29,2,0,True,45-60
4349,60,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,2024-05-19,Overnight,Extended Warranty,39.23,2024,2024-05,19,1,0,True,45-60
4350,74,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3955.95,791.19,5,2024-08-05,Standard,No Add-ons,0.0,2024,2024-08,5,1,0,False,60+
4351,63,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,463.96,463.96,1,2023-09-25,Overnight,Impulse Item,28.34,2023,2023-09,25,1,0,True,60+
4351,63,Female,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2023-12-05,Standard,Extended Warranty,10.67,2023,2023-12,5,1,0,True,60+
4351,63,Female,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,2024-06-20,Overnight,"Extended Warranty,Impulse Item",59.04,2024,2024-06,20,2,0,True,60+
4351,63,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2024-06-28,Express,Impulse Item,37.8,2024,2024-06,28,1,0,True,60+
4356,53,Female,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,145.25,20.75,7,2023-10-07,Express,No Add-ons,0.0,2023,2023-10,7,1,1,False,45-60
4356,53,Female,Yes,Smartphone,SKU1001,5,Cancelled,Paypal,207.5,20.75,10,2024-03-07,Standard,Impulse Item,12.51,2024,2024-03,7,1,1,True,45-60
4357,52,Female,No,Laptop,SKU1005,3,Cancelled,Cash,3247.72,463.96,7,2023-12-23,Standard,"Extended Warranty,Impulse Item",60.91,2023,2023-12,23,2,0,True,45-60
4357,52,Female,Yes,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2023-12-27,Express,"Impulse Item,Accessory,Impulse Item",88.41,2023,2023-12,27,3,1,True,45-60
